community_sdg_id,community_id,activity_id,sdg_goal,sdg_target,alignment_type,evidence_summary_zh,indicator_name_zh,observed_value,observed_unit,confidence_score,assessment_method,assessed_on,reviewer_role,source_title,source_url,record_status,data_quality_flag,is_example,created_at,updated_at,schema_version,notes
SDG-CAND-ACT-2024-0018,COM-0024,ACT-2024-0018,4,4.4,direct,「手機使用教學」的核定名稱與活動類型支持提出 SDG 4 候選；數位學習方案直接涉及資訊技能，但沒有技能前後測或完成證明。,,,,0.45,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 4: Quality Education（https://sdgs.un.org/goals/goal4）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2024-0019,COM-0007,ACT-2024-0019,3,3.4,direct,「長青樂活班」的核定名稱與活動類型支持提出 SDG 3 候選；方案類型直接涉及健康促進，但核定資料沒有健康成果指標。,,,,0.45,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 3: Good Health and Well-Being（https://sdgs.un.org/goals/goal3）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2024-0020,COM-0005,ACT-2024-0020,3,3.4,direct,「有氧樂齡操課程」的核定名稱與活動類型支持提出 SDG 3 候選；方案類型直接涉及健康促進，但核定資料沒有健康成果指標。,,,,0.45,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 3: Good Health and Well-Being（https://sdgs.un.org/goals/goal3）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2024-0021,COM-0005,ACT-2024-0021,10,10.2,indirect,「社區入戶關懷訪視及共好小站」的核定名稱與活動類型支持提出 SDG 10 候選；關懷與互助方案可能促進高齡或弱勢群體社會包容，但沒有成果或涵蓋率證據。,,,,0.4,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 10: Reduced Inequalities（https://sdgs.un.org/goals/goal10）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2024-0022,COM-0011,ACT-2024-0022,10,10.2,indirect,「社區共好小站服務培力」的核定名稱與活動類型支持提出 SDG 10 候選；關懷與互助方案可能促進高齡或弱勢群體社會包容，但沒有成果或涵蓋率證據。,,,,0.4,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 10: Reduced Inequalities（https://sdgs.un.org/goals/goal10）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2024-0023,COM-0011,ACT-2024-0023,11,11.3,enabling,「社區友善共好增能培力」的核定名稱與活動類型支持提出 SDG 11 候選；志工培力可能支持社區參與能力，但核定資料沒有參與式治理成果。,,,,0.35,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 11: Sustainable Cities and Communities（https://sdgs.un.org/goals/goal11）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2024-0024,COM-0005,ACT-2024-0024,11,11.3,enabling,「志力互助增能 GO」的核定名稱與活動類型支持提出 SDG 11 候選；志工培力可能支持社區參與能力，但核定資料沒有參與式治理成果。,,,,0.35,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 11: Sustainable Cities and Communities（https://sdgs.un.org/goals/goal11）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2024-0025,COM-0007,ACT-2024-0025,11,11.3,enabling,「志工團隊培力方案」的核定名稱與活動類型支持提出 SDG 11 候選；志工培力可能支持社區參與能力，但核定資料沒有參與式治理成果。,,,,0.35,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 11: Sustainable Cities and Communities（https://sdgs.un.org/goals/goal11）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2024-0026,COM-0007,ACT-2024-0026,10,10.2,indirect,「入戶關懷暨高齡長者敬老關懷活動」的核定名稱與活動類型支持提出 SDG 10 候選；關懷與互助方案可能促進高齡或弱勢群體社會包容，但沒有成果或涵蓋率證據。,,,,0.4,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 10: Reduced Inequalities（https://sdgs.un.org/goals/goal10）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2024-0027,COM-0023,ACT-2024-0027,10,10.2,indirect,「社區多元關懷服務」的核定名稱與活動類型支持提出 SDG 10 候選；關懷與互助方案可能促進高齡或弱勢群體社會包容，但沒有成果或涵蓋率證據。,,,,0.4,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫專案五專案六第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE2NTc5MC9jZGE5ODc0Ni1jMjA1LTQ1MmYtOTBhOC0zMDA5NTBmMDEzYmEucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 10: Reduced Inequalities（https://sdgs.un.org/goals/goal10）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2024-0028,COM-0005,ACT-2024-0028,10,10.2,indirect,「互助共好社區生活方案」的核定名稱與活動類型支持提出 SDG 10 候選；關懷與互助方案可能促進高齡或弱勢群體社會包容，但沒有成果或涵蓋率證據。,,,,0.4,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫專案五專案六第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE2NTc5MC9jZGE5ODc0Ni1jMjA1LTQ1MmYtOTBhOC0zMDA5NTBmMDEzYmEucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 10: Reduced Inequalities（https://sdgs.un.org/goals/goal10）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2024-0029,COM-0007,ACT-2024-0029,10,10.2,indirect,「新忠社區互助共好大家庭」的核定名稱與活動類型支持提出 SDG 10 候選；關懷與互助方案可能促進高齡或弱勢群體社會包容，但沒有成果或涵蓋率證據。,,,,0.4,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫專案五專案六第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE2NTc5MC9jZGE5ODc0Ni1jMjA1LTQ1MmYtOTBhOC0zMDA5NTBmMDEzYmEucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 10: Reduced Inequalities（https://sdgs.un.org/goals/goal10）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2024-0030,COM-0010,ACT-2024-0030,10,10.2,indirect,「社區互助關懷、共創美好社區」的核定名稱與活動類型支持提出 SDG 10 候選；關懷與互助方案可能促進高齡或弱勢群體社會包容，但沒有成果或涵蓋率證據。,,,,0.4,rule_based,2026-08-03,ai_assisted_candidate,113年度推動社區發展及互助共好補助計畫專案五專案六第二階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr5bCI5qGI5LqU5bCI5qGI5YWt56ys5LqM6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE2NTc5MC82YzQ0YTE3MC1lOTdlLTQ5MGUtYjYzNS02MzIxYTAxZjQwNDkucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 10: Reduced Inequalities（https://sdgs.un.org/goals/goal10）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2025-0001,COM-0004,ACT-2025-0001,11,11.4,indirect,「堀江町社區歡慶活動」的核定名稱與活動類型支持提出 SDG 11 候選；文化或節慶方案可能連結文化保存，但活動存在不等於已保護文化遺產。,,,,0.3,rule_based,2026-08-03,ai_assisted_candidate,114年度推動社區發展及互助共好補助計畫第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTE05bm05bqm56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM0NzQ3MS85NDI4MWFhZC0zMTZhLTQ2YWYtOTIyZi1iNDBmYjU4MjY2ZTEucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 11: Sustainable Cities and Communities（https://sdgs.un.org/goals/goal11）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2025-0002,COM-0023,ACT-2025-0002,10,10.2,indirect,「耆老傳承親子活動」的核定名稱與活動類型支持提出 SDG 10 候選；跨世代、親子或弱勢參與可能促進社會包容，但尚無參與成果證據。,,,,0.35,rule_based,2026-08-03,ai_assisted_candidate,114年度推動社區發展及互助共好補助計畫第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTE05bm05bqm56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM0NzQ3MS85NDI4MWFhZC0zMTZhLTQ2YWYtOTIyZi1iNDBmYjU4MjY2ZTEucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 10: Reduced Inequalities（https://sdgs.un.org/goals/goal10）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2025-0003,COM-0010,ACT-2025-0003,11,11.4,indirect,「元宵節活動」的核定名稱與活動類型支持提出 SDG 11 候選；文化或節慶方案可能連結文化保存，但活動存在不等於已保護文化遺產。,,,,0.3,rule_based,2026-08-03,ai_assisted_candidate,114年度推動社區發展及互助共好補助計畫第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTE05bm05bqm56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM0NzQ3MS85NDI4MWFhZC0zMTZhLTQ2YWYtOTIyZi1iNDBmYjU4MjY2ZTEucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 11: Sustainable Cities and Communities（https://sdgs.un.org/goals/goal11）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2025-0004,COM-0017,ACT-2025-0004,11,11.4,indirect,「綠堤里歡慶元宵活動」的核定名稱與活動類型支持提出 SDG 11 候選；文化或節慶方案可能連結文化保存，但活動存在不等於已保護文化遺產。,,,,0.3,rule_based,2026-08-03,ai_assisted_candidate,114年度推動社區發展及互助共好補助計畫第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTE05bm05bqm56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM0NzQ3MS85NDI4MWFhZC0zMTZhLTQ2YWYtOTIyZi1iNDBmYjU4MjY2ZTEucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 11: Sustainable Cities and Communities（https://sdgs.un.org/goals/goal11）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2025-0005,COM-0006,ACT-2025-0005,11,11.4,indirect,「元宵踩街活動」的核定名稱與活動類型支持提出 SDG 11 候選；文化或節慶方案可能連結文化保存，但活動存在不等於已保護文化遺產。,,,,0.3,rule_based,2026-08-03,ai_assisted_candidate,114年度推動社區發展及互助共好補助計畫第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTE05bm05bqm56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM0NzQ3MS85NDI4MWFhZC0zMTZhLTQ2YWYtOTIyZi1iNDBmYjU4MjY2ZTEucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 11: Sustainable Cities and Communities（https://sdgs.un.org/goals/goal11）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2025-0006,COM-0023,ACT-2025-0006,10,10.2,indirect,「社區多元關懷服務」的核定名稱與活動類型支持提出 SDG 10 候選；關懷與互助方案可能促進高齡或弱勢群體社會包容，但沒有成果或涵蓋率證據。,,,,0.4,rule_based,2026-08-03,ai_assisted_candidate,114年社區發展及互助共好補助計畫專案五、專案六第一梯次核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA5qKv5qyh5qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM5ODc1OS8yYWRmYzk1ZC01NWJhLTQzMjktOTkwZS03MDg2ZmM5N2UyMjUucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 10: Reduced Inequalities（https://sdgs.un.org/goals/goal10）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2025-0007,COM-0005,ACT-2025-0007,10,10.2,indirect,「互助共好社區生活方案」的核定名稱與活動類型支持提出 SDG 10 候選；關懷與互助方案可能促進高齡或弱勢群體社會包容，但沒有成果或涵蓋率證據。,,,,0.4,rule_based,2026-08-03,ai_assisted_candidate,114年社區發展及互助共好補助計畫專案五、專案六第一梯次核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA5qKv5qyh5qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM5ODc1OS8yYWRmYzk1ZC01NWJhLTQzMjktOTkwZS03MDg2ZmM5N2UyMjUucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 10: Reduced Inequalities（https://sdgs.un.org/goals/goal10）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2025-0008,COM-0007,ACT-2025-0008,10,10.2,indirect,「新忠社區互助共好大家庭」的核定名稱與活動類型支持提出 SDG 10 候選；關懷與互助方案可能促進高齡或弱勢群體社會包容，但沒有成果或涵蓋率證據。,,,,0.4,rule_based,2026-08-03,ai_assisted_candidate,114年社區發展及互助共好補助計畫專案五、專案六第一梯次核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA5qKv5qyh5qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM5ODc1OS8yYWRmYzk1ZC01NWJhLTQzMjktOTkwZS03MDg2ZmM5N2UyMjUucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 10: Reduced Inequalities（https://sdgs.un.org/goals/goal10）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2025-0009,COM-0010,ACT-2025-0009,10,10.2,indirect,「社區互助關懷、共創美好社區」的核定名稱與活動類型支持提出 SDG 10 候選；關懷與互助方案可能促進高齡或弱勢群體社會包容，但沒有成果或涵蓋率證據。,,,,0.4,rule_based,2026-08-03,ai_assisted_candidate,114年社區發展及互助共好補助計畫專案五、專案六第一梯次核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA5qKv5qyh5qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM5ODc1OS8yYWRmYzk1ZC01NWJhLTQzMjktOTkwZS03MDg2ZmM5N2UyMjUucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 10: Reduced Inequalities（https://sdgs.un.org/goals/goal10）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
SDG-CAND-ACT-2025-0010,COM-0007,ACT-2025-0010,11,11.4,indirect,「長者生命故事共寫社區記憶食譜」的核定名稱與活動類型支持提出 SDG 11 候選；文化或節慶方案可能連結文化保存，但活動存在不等於已保護文化遺產。,,,,0.3,rule_based,2026-08-03,ai_assisted_candidate,114年度推動社區發展及互助共好補助計畫第三階段第三梯次核定表－專案四,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTE05bm05bqm56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LiJ6ZqO5q6156ys5LiJ5qKv5qyh5qC45a6a6KGoLeWwiOahiOWbmygxMTQwNTE05qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM4NzQ4MS83MmE2NGI5OC1mZWI0LTQxOTItODhhMy1kZTEzYzg4YTgwNDkucGRm,draft,low_evidence,false,2026-08-03T15:30:00Z,2026-08-03T15:30:00Z,1.1.0,待人工覆核。活動來源只證明方案核定與預定期間；SDG 目標定義參考 Goal 11: Sustainable Cities and Communities（https://sdgs.un.org/goals/goal11）。沒有成果指標，不能發布為正式 SDG 成效或涵蓋率。
